重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,0
重庆,2014-01-15,2014年01月15日,轻度污染,136,90,104,158,47,50,1.62,9,"阴
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        9℃",106
重庆,2014-01-16,2014年01月16日,中度污染,196,129,148,193,55,44,1.69,8,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        10℃",106
重庆,2014-01-17,2014年01月17日,中度污染,190,114,143,193,55,51,1.73,12,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","5℃
                                        /
                                        12℃",106
重庆,2014-01-18,2014年01月18日,中度污染,165,89,125,178,37,48,1.57,25,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        13℃",106
重庆,2014-01-19,2014年01月19日,重度污染,202,122,153,208,50,43,1.65,9,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        10℃",106
重庆,2014-01-20,2014年01月20日,中度污染,154,118,116,173,46,45,1.49,21,"多云
/雾","无持续风向 ≤3级
                                        /无持续风向 ≤3级","5℃
                                        /
                                        13℃",106
重庆,2014-01-21,2014年01月21日,中度污染,164,182,124,177,29,44,1.35,31,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","4℃
                                        /
                                        16℃",106
重庆,2014-01-22,2014年01月22日,轻度污染,143,159,109,175,36,57,1.46,28,"晴
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","6℃
                                        /
                                        16℃",106
重庆,2014-01-24,2014年01月23日,中度污染,196,149,147,225,69,68,1.71,29,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","7℃
                                        /
                                        16℃",106
重庆,2014-01-25,2014年01月24日,重度污染,201,157,151,220,66,63,1.66,34,"多云
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        16℃",106
重庆,2014-01-26,2014年01月25日,重度污染,220,169,170,234,49,59,1.94,18,"多云
/小雨","无持续风向 ≤3级
                                        /无持续风向 ≤3级","10℃
                                        /
                                        16℃",106
重庆,2014-01-27,2014年01月26日,中度污染,180,156,137,184,37,47,1.75,15,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        15℃",106
重庆,2014-01-28,2014年01月27日,重度污染,239,168,189,248,64,48,1.98,10,"多云
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        15℃",106
重庆,2014-01-29,2014年01月28日,重度污染,233,169,182,239,45,48,1.97,16,"小雨
/阴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","8℃
                                        /
                                        11℃",106
重庆,2014-01-30,2014年01月29日,中度污染,196,114,149,207,30,37,1.78,26,"多云
/晴","无持续风向 ≤3级
                                        /无持续风向 ≤3级","5℃
                                        /
                                        17℃",106
重庆,2014-01-31,2014年01月30日,重度污染,248,122,197,265,27,30,1.72,16,"晴
/多云","无持续风向 ≤3级
                                        /无持续风向 ≤3级","9℃
                                        /
                                        15℃",106
